pair_id,subset,s_persona,s_binding,s_context,noise,b0_p,total,level
gry06__hlp01,differential,0.004744856546514707,0.06786135314515417,0.04307360457711223,0.019489837331036312,1.0,0.1156798142687811,binding_level
gry06__pls06,differential,0.31949943126601293,0.08591099589186324,0.012166524483169891,0.013833902067320436,0.5,0.4175769516410461,persona_level
hlp01__rep06,core,0.0,0.004204520606944078,0.010568402225608862,0.01585520888550225,0.75,0.01477292283255294,model_level
hlp03__emo01,core,0.18557016962629208,0.06008674573725594,0.018262515368701597,0.017554830373707926,0.25,0.2639194307322496,persona_level
hlp03__rep05,core,0.22086095328282832,0.03990030513468013,0.0022643690841235484,0.0106205281986532,0.875,0.263025627501632,persona_level
hlp04__ana07,core,0.12920511142768795,0.013622628434490679,0.025422115883691143,0.02428128313013517,0.5,0.1682498557458698,persona_level
hlp06__rep07,core,0.040821600970835675,0.010571921433315992,0.012868354340293113,0.012511732362497668,1.0,0.06426187674444478,persona_level
hlp08__emo05,core,0.2516922443580607,0.037373461289277606,0.017552100205161424,0.01914108897527265,0.2857142857142857,0.3066178058524997,persona_level
int01__hlp01,core,0.0,0.0,0.0,0.015040141913547524,0.875,0.0,model_level
int01__slf01,core,0.059648392636275305,0.03732441028359396,0.004043688295123246,0.024641573350119263,0.375,0.10101649121499251,persona_level
int02__ana05,core,0.054818812671172376,0.023197109682016142,0.032698406869963,0.02214877992142023,0.375,0.11071432922315153,mixed
int03__ana05,core,0.2012029345017228,0.044140958602055545,0.0157189204821539,0.022755398831610565,0.0,0.26106281358593225,persona_level
int04__cre04,core,0.04440214600450571,0.012344322875254004,0.008779040058934831,0.02330618732882763,0.25,0.06552550893869455,persona_level
int04__emo03,core,0.25557121184512765,0.04986330368186236,0.005168844627948583,0.015262121488205672,0.375,0.3106033601549386,persona_level
int05__ana06,core,0.116248295178461,0.014270265059486998,0.0,0.024376704821539006,0.75,0.130518560237948,persona_level
int06__cre05,core,0.01670964764874204,0.0012986527282870808,0.012801583083630278,0.01859127827718389,0.25,0.0308098834606594,model_level
