pair_id,subset,s_persona,s_binding,s_context,noise,b0_p,total,level
gry03__emo04,differential,0.24431818181818182,0.09621212121212121,0.004438920454545454,0.005681818181818182,0.0,0.3449692234848485,persona_level
gry03__hlp06,differential,0.2421875,0.09479166666666666,0.005078125000000001,0.0078125,0.0,0.34205729166666665,persona_level
gry04__hlp07,differential,0.2450284090909091,0.11335227272727276,0.025639204545454545,0.004971590909090909,0.0,0.3840198863636364,persona_level
gry04__pls02,differential,0.08049242424242425,0.015719696969696977,0.023970170454545456,0.002840909090909091,0.0,0.12018229166666669,persona_level
gry05__hlp08,differential,0.24431818181818182,0.07954545454545454,0.0032670454545454543,0.005681818181818182,0.0,0.32713068181818183,persona_level
gry05__pls01,differential,0.2956321022727273,0.1502130681818182,0.006329900568181818,0.0012428977272727273,0.0,0.45217507102272736,persona_level
gry06__hlp01,differential,0.06806344696969696,0.0513967803030303,0.044406960227272724,0.015269886363636364,1.0,0.16386718749999998,mixed
gry06__pls06,differential,0.3271188446969697,0.13545217803030302,0.0,0.006214488636363636,0.0,0.46257102272727274,persona_level
hlp01__rep06,core,0.07765151515151515,0.023106060606060606,0.0017045454545454542,0.005681818181818182,1.0,0.10246212121212121,persona_level
hlp03__emo01,core,0.1825284090909091,0.0650094696969697,0.010404829545454543,0.004971590909090909,0.0,0.2579427083333333,persona_level
hlp03__rep05,core,0.25112452651515155,0.05176373106060606,0.007963423295454547,0.004083806818181818,1.0,0.3108516808712122,persona_level
hlp04__ana07,core,0.09428267045454546,0.06545928030303029,0.0028675426136363633,0.015092329545454546,1.0,0.1626094933712121,persona_level
hlp06__rep07,core,0.2527225378787879,0.04760890151515152,0.008362926136363637,0.0024857954545454545,1.0,0.30869436553030305,persona_level
hlp08__emo05,core,0.23851799242424246,0.03887310606060606,0.015482954545454543,0.016690340909090908,0.5,0.29287405303030306,persona_level
int01__hlp01,core,0.07765151515151515,0.023106060606060606,0.0073153409090909085,0.005681818181818182,1.0,0.10807291666666666,persona_level
int01__slf01,core,0.06078361742424242,0.02640861742424244,0.0,0.022549715909090908,0.5,0.08719223484848486,persona_level
int02__ana05,core,0.0721472537878788,0.023792613636363636,0.0,0.011186079545454546,0.0,0.09593986742424243,persona_level
int03__ana05,core,0.0721472537878788,0.03733428030303031,0.02715731534090909,0.011186079545454546,0.0,0.1366388494318182,persona_level
int04__cre04,core,0.0623816287878788,0.06550662878787879,0.043661221590909086,0.020951704545454544,1.0,0.17154947916666669,mixed
int04__emo03,core,0.3271188446969697,0.15210700757575757,0.013290127840909091,0.006214488636363636,1.0,0.4925159801136364,persona_level
int05__ana06,core,0.3228574810606061,0.1211410984848485,0.009881036931818186,0.010475852272727272,1.0,0.45387961647727276,persona_level
int06__cre05,core,0.23668323863636365,0.05126657196969697,0.034357244318181816,0.013316761363636364,0.625,0.32230705492424244,persona_level
rep01__hlp04,core,0.08049242424242425,0.015719696969696977,0.014133522727272729,0.002840909090909091,0.0,0.11034564393939396,persona_level
rep03__ana07,core,0.0636245265151515,0.015305397727272733,0.04146839488636364,0.004083806818181818,0.0,0.12039831912878787,persona_level
rep03__emo04,core,0.3306699810606061,0.0834872159090909,0.0,0.0026633522727272725,0.0,0.414157196969697,persona_level
rep05__emo04,core,0.33049242424242425,0.08238636363636363,0.0,0.002840909090909091,0.0,0.4128787878787879,persona_level
rep06__emo01,core,0.3306699810606061,0.0834872159090909,0.0,0.0026633522727272725,0.0,0.414157196969697,persona_level
rep07__cre07,core,0.3306699810606061,0.0834872159090909,0.0,0.0026633522727272725,0.0,0.414157196969697,persona_level
