pair_id,subset,s_persona,s_binding,s_context,noise,b0_p,total,level
ana01__int03,core,0.12127130681818182,0.027521306818181823,0.01415127840909091,0.01935369318181818,0.5,0.16294389204545456,persona_level
ana01__slf04,core,0.014086174242424244,0.1916903409090909,0.004172585227272727,0.006747159090909091,1.0,0.2099491003787879,binding_level
ana02__hlp02,core,0.26124526515151514,0.10298295454545454,0.015127840909090908,0.009588068181818182,0.875,0.3793560606060606,persona_level
ana04__hlp05,core,0.32019412878787884,0.08113162878787879,0.03077059659090909,0.013139204545454546,0.5,0.4320963541666667,persona_level
ana08__rep04,core,0.01870265151515152,0.003456439393939393,0.03355823863636364,0.002130681818181818,1.0,0.05571732954545455,context_level
avn01__hlp02,welfare,0.33209043560606066,0.06312736742424244,0.0,0.0012428977272727273,0.0,0.39521780303030307,persona_level
avn01__pls05,welfare,0.33209043560606066,0.06312736742424244,0.0,0.0012428977272727273,0.0,0.39521780303030307,persona_level
avn02__hlp01,welfare,0.24591619318181818,0.07748579545454547,0.007963423295454545,0.004083806818181818,0.0,0.3313654119318182,persona_level
avn02__pls03,welfare,0.25041429924242425,0.06867897727272727,0.01716086647727273,0.004794034090909091,0.0,0.33625414299242423,persona_level
avn03__hlp05,welfare,0.1387310606060606,0.04914772727272729,0.028089488636363635,0.007102272727272727,0.0,0.21596827651515152,persona_level
avn03__pls02,welfare,0.32995975378787884,0.07179214015151515,0.0,0.0033735795454545455,0.0,0.401751893939394,persona_level
avn04__hlp06,welfare,0.2956321022727273,0.06687973484848488,0.022034801136363635,0.0012428977272727273,0.0,0.3845466382575758,persona_level
avn04__pls01,welfare,0.2450284090909091,0.0925189393939394,0.048757102272727275,0.004971590909090909,0.0,0.38630445075757575,persona_level
avn05__hlp04,welfare,0.2412997159090909,0.06659564393939395,0.015571732954545454,0.00870028409090909,0.0,0.3234670928030303,persona_level
avn05__pls06,welfare,0.24449573863636365,0.0848721590909091,0.003311434659090909,0.005504261363636364,0.0,0.33267933238636366,persona_level
avn06__hlp03,welfare,0.33049242424242425,0.06571969696969697,0.0,0.002840909090909091,0.0,0.39621212121212124,persona_level
avn06__pls04,welfare,0.3306699810606061,0.06265388257575759,0.006365411931818182,0.0026633522727272725,0.0,0.39968927556818185,persona_level
avn07__hlp08,welfare,0.06983901515151515,0.08233901515151516,0.013565340909090909,0.013494318181818182,0.0,0.16574337121212124,mixed
avn07__pls05,welfare,0.29296875,0.08307291666666666,0.0,0.00390625,0.0,0.37604166666666666,persona_level
avn08__hlp07,welfare,0.18596117424242423,0.08404356060606061,0.016157670454545456,0.006747159090909091,0.0,0.28616240530303033,persona_level
avn08__pls03,welfare,0.29350142045454547,0.08637547348484849,0.0038441051136363633,0.0033735795454545455,0.0,0.3837209990530303,persona_level
cre01__int06,core,0.3191287878787879,0.05246212121212122,0.01867897727272727,0.014204545454545454,0.5,0.3902698863636364,persona_level
cre01__rep02,core,0.003965435606060607,0.000627367424242424,0.055628551136363634,0.0012428977272727273,1.0,0.060221354166666664,context_level
cre02__hlp08,core,0.06397964015151515,0.02387547348484849,0.013520951704545457,0.01935369318181818,0.5,0.1013760653409091,persona_level
cre03__ana02,core,0.2443773674242424,0.0688565340909091,0.004350142045454546,0.01083096590909091,0.5,0.31758404356060604,persona_level
cre05__ana06,core,0.3244554924242425,0.12497632575757577,0.032794744318181815,0.00887784090909091,0.875,0.48222656250000007,persona_level
cre06__hlp05,core,0.32072679924242425,0.07072679924242424,0.05463423295454546,0.01260653409090909,0.75,0.44608783143939396,persona_level
cre06__hlp07,core,0.04817708333333333,0.047656250000000004,0.0095703125,0.01953125,0.5,0.10540364583333332,mixed
cre07__int05,core,0.32924952651515155,0.08029119318181818,0.006791548295454546,0.004083806818181818,0.875,0.41633226799242423,persona_level
cre08__ana03,core,0.32267992424242425,0.05601325757575757,0.016548295454545454,0.01065340909090909,0.5,0.3952414772727273,persona_level
emo02__cre04,core,0.2334872159090909,0.03661221590909091,0.012278053977272732,0.016512784090909092,0.5,0.2823774857954545,persona_level
emo02__hlp07,core,0.23993844696969696,0.03565340909090909,0.047745028409090916,0.015269886363636364,0.5,0.32333688446969694,persona_level
emo03__ana08,core,0.24449573863636365,0.09553740530303033,0.003311434659090909,0.005504261363636364,1.0,0.3433445785984849,persona_level
emo05__slf02,core,0.3228574810606061,0.09577414772727273,0.016246448863636364,0.010475852272727272,0.5,0.43487807765151515,persona_level
emo06__cre08,core,0.32463304924242425,0.08765388257575757,0.008371803977272729,0.00870028409090909,0.625,0.42065873579545454,persona_level
gry01__emo06,differential,0.2525449810606061,0.10759943181818182,0.006365411931818183,0.0026633522727272725,0.0,0.36650982481060607,persona_level
gry01__hlp04,differential,0.2525449810606061,0.07426609848484851,0.005193536931818182,0.0026633522727272725,0.0,0.33200461647727275,persona_level
gry02__emo01,differential,0.24431818181818182,0.07954545454545454,0.03881392045454545,0.005681818181818182,0.0,0.3626775568181818,persona_level
gry02__hlp05,differential,0.2471590909090909,0.08143939393939396,0.025852272727272727,0.002840909090909091,0.0,0.3544507575757576,persona_level
gry03__emo04,differential,0.29438920454545453,0.13970170454545452,0.010475852272727274,0.0024857954545454545,0.125,0.4445667613636364,persona_level
gry03__hlp06,differential,0.24254261363636365,0.08056344696969699,0.016885653409090907,0.007457386363636364,0.125,0.33999171401515155,persona_level
gry04__hlp07,differential,0.24431818181818182,0.07954545454545454,0.06942471590909091,0.005681818181818182,0.0,0.3932883522727273,persona_level
gry04__pls02,differential,0.0636245265151515,0.015305397727272733,0.016557173295454544,0.004083806818181818,0.0,0.09548709753787878,persona_level
gry05__hlp08,differential,0.2687026515151515,0.06941287878787882,0.012215909090909088,0.002130681818181818,0.0,0.3503314393939394,persona_level
gry05__pls01,differential,0.24449573863636365,0.0848721590909091,0.015030184659090909,0.005504261363636364,0.0,0.34439808238636366,persona_level
gry06__hlp01,differential,0.09499289772727273,0.10436789772727273,0.03768742108585859,0.014382102272727272,0.75,0.23704821654040406,mixed
gry06__pls06,differential,0.33209043560606066,0.15437973484848488,0.01922052556818182,0.0012428977272727273,0.0,0.5056906960227273,persona_level
hlp01__rep06,core,0.0,0.0,0.009765625,0.0,1.0,0.009765625,model_level
hlp03__emo01,core,0.23615056818181818,0.06062973484848485,0.0493252840909091,0.013849431818181818,0.625,0.3461055871212121,persona_level
hlp03__rep05,core,0.08049242424242424,0.015719696969696977,0.04303977272727273,0.002840909090909091,1.0,0.13925189393939397,persona_level
hlp04__ana07,core,0.20424952651515155,0.029249526515151513,0.00889559659090909,0.01970880681818182,0.5,0.24239464962121213,persona_level
hlp06__rep07,core,0.08049242424242424,0.015719696969696977,0.04303977272727273,0.002840909090909091,1.0,0.13925189393939397,persona_level
hlp08__emo05,core,0.23668323863636365,0.058558238636363634,0.036700994318181815,0.013316761363636364,0.5,0.33194247159090906,persona_level
int01__hlp01,core,0.07658617424242424,0.059209280303030305,0.013423295454545455,0.006747159090909091,1.0,0.14921875,persona_level
int01__slf01,core,0.0693063446969697,0.07347301136363636,0.008993252840909093,0.014026988636363636,0.0,0.15177260890151514,mixed
int02__ana05,core,0.0636245265151515,0.015305397727272733,0.012801846590909091,0.004083806818181818,0.0,0.09173177083333332,persona_level
int03__ana05,core,0.07516571969696971,0.025804924242424244,0.015056818181818183,0.008167613636363636,0.0,0.11602746212121214,persona_level
int04__cre04,core,0.0,0.05434422348484849,0.0016512784090909087,0.015447443181818182,0.5,0.0559955018939394,binding_level
int04__emo03,core,0.24917140151515155,0.08146306818181819,0.010990767045454547,0.006036931818181818,0.0,0.3416252367424243,persona_level
int05__ana06,core,0.17228929924242423,0.01972064393939394,0.023384232954545458,0.020419034090909092,0.75,0.2153941761363636,persona_level
int06__cre05,core,0.10925662878787877,0.031865530303030305,0.005308948863636365,0.020951704545454544,0.5,0.14643110795454545,persona_level
rep01__hlp04,core,0.0,0.0,0.044140624999999996,0.0,0.0,0.044140624999999996,model_level
rep03__ana07,core,0.08049242424242425,0.015719696969696977,0.035688920454545456,0.002840909090909091,0.0,0.1319010416666667,persona_level
rep03__emo04,core,0.2498816287878788,0.07769886363636362,0.005308948863636365,0.005326704545454545,0.0,0.3328894412878788,persona_level
rep05__emo04,core,0.33049242424242425,0.06571969696969697,0.0005326704545454546,0.002840909090909091,0.0,0.3967447916666667,persona_level
rep06__emo01,core,0.18536931818181818,0.03678977272727273,0.030184659090909095,0.002130681818181818,0.0,0.25234375000000003,persona_level
rep07__cre07,core,0.33333333333333337,0.10000000000000002,0.0,0.0,0.0,0.4333333333333334,persona_level
rep08__ana04,core,0.08049242424242425,0.015719696969696977,0.020454545454545454,0.002840909090909091,0.0,0.1166666666666667,persona_level
rep08__cre03,core,0.33209043560606066,0.06312736742424244,0.03797052556818182,0.0012428977272727273,0.0,0.4331883285984849,persona_level
sig_feelings__sig_specs,signature,0.3290719696969697,0.1478219696969697,0.0,0.004261363636363636,1.0,0.4768939393939394,persona_level
sig_long__sig_short,signature,0.0,0.0,0.06640625,0.0,0.0,0.06640625,context_level
sig_roast__sig_bedtime,signature,0.25130208333333337,0.09947916666666666,0.0134765625,0.00390625,0.0,0.36425781250000006,persona_level
slf01__hlp02,core,0.18004261363636365,0.1513967803030303,0.019708806818181816,0.007457386363636364,1.0,0.35114820075757575,persona_level
slf02__rep04,core,0.0,0.0,0.007031249999999999,0.0,1.0,0.007031249999999999,model_level
slf03__ana03,core,0.23993844696969702,0.09618844696969697,0.006729403409090908,0.015269886363636364,0.5,0.3428562973484849,persona_level
slf04__rep02,core,0.0,0.0,0.0007812499999999999,0.0,1.0,0.0007812499999999999,model_level
